43173 907.2735771967967
2906 869.6043024055408
80908 842.7664269682846
61677 756.1022209988166
64892 553.8248832694655
28826 524.9536892416148
28903 508.3171138459065
33112 474.7036255797865
20763 435.4960636886333
47129 378.1789502551112
84529 323.2077332368354
50269 214.54962292609352
63176 48.06844919786096
8300 46.72905525846702
26651 38.37101330042506
49709 38.37101330042506
37614 20.643740573152336
53426 11.274509803921568
59350 11.274509803921568
9544 11.274509803921568
26058 9.36923076923077
57755 9.36923076923077
63369 9.36923076923077
