14314 1
54533 1
81463 1
27426 1
27106 1
59459 1
83370 1
20159 1
80988 1
9272 1
63966 1
46874 1
68724 1
46863 1
29311 1
83883 1
46864 1
46865 1
26642 1
27537 1
54540 1
22021 1
31472 0
26644 0
26385 0
14069 0
79396 0
26432 0
26386 0
19146 0
21894 0
21897 0
24107 0
29339 0
31553 0
37101 0
39658 0
43566 0
49104 0
70200 0
72569 0
2738 0
9117 0
42847 0
84873 0
6062 0
66866 0
75108 0
72468 0
16391 0
61141 0
78586 0
71622 0
53387 0
77171 0
59022 0
34793 0
78569 0
55692 0
54609 0
85889 0
56704 0
82912 0
26258 0
