73038 1
26061 1
58476 1
57914 1
78836 1
76635 1
12769 1
12767 1
65414 1
25096 1
82227 1
24515 1
4358 1
26611 1
33172 1
29908 1
28662 1
65036 1
65446 1
64626 1
65364 1
61689 1
7502 1
64645 1
9790 1
53502 1
33203 1
9703 1
86929 1
86912 1
11922 1
14713 1
9479 1
70306 1
3835 1
11979 1
32366 1
26603 1
10182 1
17587 1
16922 1
24485 1
17517 1
8455 1
3976 1
6503 1
20201 1
3972 1
11485 1
11481 1
4881 1
29904 1
29911 1
30486 1
13345 1
11930 1
6497 1
35396 1
38442 1
14707 1
29894 1
27870 1
25699 1
11923 1
21895 1
25100 1
24490 1
27384 1
64657 1
4933 1
11083 0
11960 0
12479 0
12812 0
12825 0
13313 0
13314 0
13320 0
13332 0
13335 0
13342 0
15077 0
15082 0
15200 0
16390 0
16575 0
16897 0
16899 0
16954 0
17609 0
17619 0
19033 0
19599 0
19601 0
19615 0
19634 0
19781 0
20127 0
20133 0
20156 0
20160 0
20199 0
20688 0
20705 0
20766 0
22690 0
22751 0
22858 0
23377 0
24550 0
25103 0
25205 0
26080 0
27386 0
28657 0
29314 0
29906 0
29913 0
29920 0
29935 0
30456 0
3265 0
33188 0
33668 0
36447 0
37078 0
3827 0
3828 0
3833 0
3834 0
3837 0
39349 0
41541 0
41594 0
4306 0
4310 0
4395 0
44163 0
4439 0
44758 0
44865 0
46736 0
47516 0
47551 0
48805 0
49815 0
49856 0
49884 0
51210 0
53469 0
53523 0
53682 0
54745 0
54762 0
54780 0
56829 0
5862 0
58755 0
64664 0
6498 0
65306 0
6534 0
65394 0
66107 0
6635 0
6636 0
67280 0
6735 0
67861 0
68419 0
68909 0
70668 0
71001 0
7115 0
7118 0
71368 0
73320 0
73598 0
73614 0
73641 0
73706 0
73746 0
73762 0
75563 0
76675 0
76690 0
76766 0
77310 0
78982 0
79021 0
7937 0
79759 0
81494 0
81731 0
8327 0
8333 0
85372 0
9358 0
9726 0
