9660 1
86751 1
72821 1
43886 1
16900 0
11342 0
11360 0
15746 0
47225 0
51258 0
58143 0
64685 0
67535 0
71186 0
83364 0
85393 0
76669 0
83946 0
20126 0
46494 0
55197 0
72826 0
72899 0
24350 0
24827 0
11669 0
73475 0
83332 0
83913 0
83336 0
83339 0
72895 0
78782 0
63773 0
21791 0
46509 0
8369 0
83185 0
75487 0
82198 0
75593 0
83312 0
83958 0
44081 0
75590 0
35148 0
75465 0
83880 0
86881 0
83427 0
31459 0
81788 0
41297 0
64275 0
22696 0
83268 0
82927 0
58426 0
83266 0
83428 0
49804 0
22875 0
67400 0
16655 0
58611 0
55879 0
75714 0
73037 0
9413 0
24499 0
16727 0
3142 0
