16390 0
17609 0
22961 0
27966 0
31141 0
37688 0
39939 0
46832 0
50641 0
56040 0
6635 0
6735 0
7937 0
41594 0
53721 0
44758 0
16922 0
28657 0
24494 0
25824 0
46736 0
51210 0
24515 0
27892 0
39893 0
5862 0
42529 0
70668 0
43392 0
64645 0
9790 0
39895 0
26598 0
6497 0
66107 0
3972 0
73746 0
49884 0
53682 0
53469 0
53515 0
47551 0
3265 0
11083 0
53560 0
64664 0
56149 0
44237 0
64657 0
20705 0
29920 0
26113 0
14713 0
65446 0
37078 0
65036 0
19033 0
25103 0
85438 0
17587 0
13314 0
44865 0
9726 0
26582 0
26080 0
3834 0
3828 0
3835 0
29935 0
49856 0
53502 0
20201 0
65364 0
71001 0
79021 0
27386 0
64626 0
3976 0
19781 0
20156 0
7118 0
20199 0
22751 0
14707 0
23377 0
24498 0
6534 0
13345 0
33203 0
36447 0
33668 0
81731 0
24485 0
56829 0
54745 0
67280 0
53523 0
54762 0
4762 0
30456 0
6793 0
73614 0
16899 0
29911 0
13313 0
12825 0
13332 0
73706 0
6503 0
76766 0
4881 0
17619 0
17517 0
73320 0
26603 0
4358 0
24550 0
71368 0
44163 0
16954 0
73641 0
25096 0
73598 0
65306 0
68419 0
77310 0
19224 0
61689 0
19634 0
8455 0
4439 0
3833 0
29913 0
4395 0
4310 0
29906 0
24490 0
25100 0
8327 0
6498 0
9591 0
15200 0
13320 0
20133 0
7115 0
20688 0
39349 0
26611 0
20160 0
16897 0
21895 0
20127 0
25699 0
9703 0
19601 0
27870 0
65394 0
8333 0
11979 0
13335 0
22690 0
13342 0
38442 0
19599 0
35396 0
49815 0
4306 0
73762 0
12479 0
19615 0
28662 0
29908 0
20766 0
58755 0
15082 0
27384 0
33172 0
75949 0
6636 0
11485 0
76690 0
15077 0
11960 0
30486 0
29904 0
3827 0
7502 0
29894 0
11481 0
12812 0
3837 0
25205 0
11923 0
11930 0
