21738 0
27378 0
36575 0
17654 0
14501 0
76651 0
69370 0
8796 0
29916 0
18536 0
14506 0
29248 0
86184 0
33147 0
33155 0
60586 0
33759 0
15641 0
17688 0
14503 0
17305 0
14507 0
82244 0
17687 0
29684 0
17371 0
43860 0
17318 0
14504 0
29910 0
14502 0
68048 0
12097 0
15211 0
29200 0
17652 0
29958 0
17653 0
29984 0
29271 0
45721 0
48364 0
14512 0
17651 0
11606 0
7773 0
29892 0
29895 0
16169 0
12850 0
14505 0
29196 0
52836 0
14673 0
44236 0
79732 0
28622 0
7057 0
17361 0
40278 0
6299 0
3781 0
17278 0
26068 0
45707 0
86381 0
45735 0
17647 0
22862 0
8169 0
17648 0
18001 0
19028 0
41461 0
17317 0
18525 0
50193 0
26072 0
41447 0
19026 0
35017 0
22691 0
27970 0
17689 0
21077 0
35545 0
32232 0
51917 0
67785 0
54291 0
32472 0
28025 0
6237 0
11106 0
4300 0
