R129 9660 2.5164520095190994
R129 86751 1.9344018485365961
R129 72821 1.8217129603619973
R129 43886 1.6566678175617549
R129 16900 0.0762626399804156
R129 11342 0
R129 11360 0
R129 15746 0
R129 47225 0
R129 51258 0
R129 58143 0
R129 64685 0
R129 67535 0
R129 71186 0
R129 83364 0
R129 85393 0
R129 76669 -0.20922912302434238
R129 83946 -0.3517057197907292
R129 20126 -0.6621897632038332
R129 46494 -0.6667451569629326
R129 55197 -0.7156550789179654
R129 72826 -0.8856129805354013
R129 72899 -0.9050313647622124
R129 24350 -1.8833508363741043
R129 24827 -1.8873139314237575
R129 11669 -2.207888863429817
R129 73475 -2.3144616692311164
R129 83332 -2.3159123630196525
R129 83913 -2.3313002326594625
R129 83336 -2.3591252420007596
R129 83339 -2.3934890095476384
R129 72895 -2.4023037155257088
R129 78782 -2.418904356796114
R129 63773 -2.5072345658330213
R129 21791 -2.5803757182465543
R129 46509 -2.595077908867024
R129 8369 -2.6155164032234155
R129 83185 -2.6795159119334144
R129 75487 -2.726580538658811
R129 82198 -2.75479082745246
R129 75593 -2.756548701657105
R129 83312 -2.76822430096868
R129 83958 -2.781180424541872
R129 44081 -2.829373909776648
R129 75590 -2.8370276936930363
R129 35148 -2.838739413262499
R129 75465 -2.8487963253096074
R129 83880 -2.8972515834460957
R129 86881 -2.8972515834460957
R129 83427 -2.9026527685065995
R129 31459 -2.9146205758076946
R129 81788 -2.92003174268762
R129 41297 -2.9202222890398426
R129 64275 -2.9327805834125478
R129 22696 -2.9465383043253923
R129 83268 -2.9741343706254564
R129 82927 -2.9921856417738724
R129 58426 -3.0112536011935314
R129 83266 -3.036717167467483
R129 83428 -3.039346915782441
R129 49804 -3.0791690576766775
R129 22875 -3.120835756698013
R129 67400 -3.122063187714396
R129 16655 -3.1372101378544155
R129 58611 -3.148682699185494
R129 55879 -3.3518287904907758
R129 75714 -3.4025150681066068
R129 73037 -3.459051116172185
R129 9413 -3.504250785630306
R129 24499 -3.516003869979707
R129 16727 -3.583433225916457
R129 3142 -3.629841570599609
