R138 82540 -22.038937186473007
R138 57866 -25.75921191942561
R138 67793 -26.844045228662615
R138 30182 -27.21582125891081
R138 67787 -27.640523469145347
R138 20892 -27.90888813758491
R138 60709 -28.336486450910755
R138 66012 -28.336486450910755
R138 64742 -30.04586485501723
R138 67968 -30.337694534463722
R138 59417 -32.73678214230392
R138 59577 -32.73678214230392
R138 67551 -32.97965332029871
R138 68024 -33.020777056677815
R138 20837 -33.509559580879454
R138 22446 -33.509559580879454
R138 67894 -33.51613475991391
R138 68513 -33.75900454666947
R138 65544 -33.76905721050822
R138 66119 -33.76905721050822
R138 53572 -34.2226673361227
R138 77921 -34.95250888443377
R138 20823 -35.14981400026222
R138 22692 -35.14981400026222
R138 56244 -35.311703025809635
R138 5014 -35.91873800620057
R138 69426 -35.984714225359454
R138 69536 -36.133579408702865
R138 54315 -36.26558360759505
R138 65477 -36.2820123862592
R138 54749 -36.29645458462417
R138 47663 -36.32897348181239
R138 77971 -36.3943506308323
R138 22894 -36.495981365826424
R138 74775 -36.63587847391085
R138 48268 -36.78701288095883
R138 62056 -36.85766104657811
R138 62544 -36.85766104657811
R138 10228 -36.92450168123175
R138 7576 -36.97417909521683
R138 56150 -36.990761131285105
R138 56252 -36.990761131285105
R138 49889 -37.003300155940465
R138 67886 -37.014013074785076
R138 56253 -37.02213520509714
R138 46942 -37.09404887415941
R138 47257 -37.09404887415941
R138 18110 -37.27569752938321
R138 21088 -37.356625437586324
R138 18216 -37.683752265862026
R138 48181 -37.843567291142755
R138 21089 -37.84896021943848
R138 50366 -37.85755232169293
R138 50413 -37.85846959285443
R138 20785 -38.05723854671691
R138 47003 -38.0986034245005
R138 47078 -38.16846698180307
R138 58787 -38.509301686631844
R138 58956 -38.509301686631844
R138 37732 -38.531535255601575
R138 40341 -38.710792050610685
R138 62620 -38.76470875852017
R138 2552 -38.990749823756474
R138 44872 -39.20032259196956
R138 22407 -39.362153935234964
R138 65378 -39.434404881315544
R138 21110 -39.45221297966734
R138 35333 -39.59140182320806
R138 50734 -39.74137891324601
R138 4976 -40.242388369316146
R138 4955 -40.30145890435257
R138 8466 -40.30145890435257
R138 4973 -40.34864167616651
R138 37729 -40.46022460234393
R138 73012 -40.50120804476744
R138 48342 -40.66509559586555
R138 25174 -40.66961965958522
R138 59382 -40.76906379111473
R138 59561 -40.76906379111473
R138 47714 -40.833191247979606
R138 56319 -40.86345858498546
R138 20899 -41.06507390604827
R138 36618 -41.1018860509081
R138 38479 -41.1018860509081
R138 46725 -41.105904946607325
R138 36554 -41.30621596265988
R138 47015 -41.896334484618436
R138 48174 -42.54478650032386
R138 50408 -42.54478650032386
R138 56066 -42.83618080295719
R138 56045 -42.991376322415704
R138 56248 -42.991376322415704
R138 56055 -43.250799911572635
R138 60088 -43.250799911572635
R138 60030 -43.337008574792286
R138 49872 -43.34682733049907
R138 56318 -43.60921774148876
R138 75463 -44.63273567926718
