R136 79605 4.314398989446045
R136 41487 3.9238669696373183
R136 19488 3.2298942361235476
R136 8768 3.002718577168277
R136 42907 2.817182571552793
R136 35104 2.5823106214461156
R136 43962 2.453318232979182
R136 83238 2.3442163640053884
R136 3641 1.8164958267833247
R136 3610 1.722044862235941
R136 59914 1.6992852828630098
R136 37153 1.410847062032269
R136 15404 1.310377840256732
R136 76750 1.1495848846383077
R136 76779 1.1484932762861506
R136 46422 0.8087012123288984
R136 60305 0.7310197783792444
R136 60227 0.6603234398388742
R136 48692 0.6169464252636009
R136 22906 0
R136 25956 0
R136 52913 0
R136 5650 0
R136 64168 0
R136 70629 0
R136 70643 0
R136 72885 0
R136 78418 0
R136 9473 0
R136 73988 -0.20231621654425658
R136 26322 -0.29428487708536644
R136 58126 -0.3802385081279478
R136 43806 -0.4742729685513758
R136 12740 -0.4826148112032866
R136 61191 -0.4919328415758907
R136 72605 -0.5140266950803398
R136 82677 -0.526028793072958
R136 84892 -0.5375225992673525
R136 25548 -0.5379279028358348
R136 55914 -0.5714406771314103
R136 19365 -0.6151281326162604
R136 11114 -0.6405845885793484
R136 54695 -0.661492154480397
R136 55797 -0.6996867699345543
R136 34428 -0.7199716806737525
R136 58438 -0.7583662018837213
