R109 51139 -0.5463852421965227
R109 75624 -0.8257922881302147
R109 78626 -1.1129792503998917
R109 15776 -1.1284633915231352
R109 73598 -1.149239546452444
R109 4933 -1.2017009562838443
R109 49766 -1.218780893900668
R109 16575 -1.3453796949773913
R109 34684 -1.3791804234826355
R109 17498 -1.4104894278886255
R109 23398 -1.636815572875562
R109 61554 -1.6478529625734808
R109 25832 -1.8391372850117875
R109 58504 -1.8578963017976313
R109 29729 -1.8703547455219305
R109 11402 -1.8813263497423423
R109 29314 -2.393735613750352
R109 16953 -2.593837977518691
R109 58428 -2.61949936924656
R109 24340 -2.8533344508911678
R109 58582 -2.855526368912214
R109 51780 -2.883717913190752
R109 31530 -2.925998500598405
R109 59340 -2.9574638957218715
R109 46566 -2.9624275322100058
R109 82229 -3.055692577312051
R109 51841 -3.1478304764748444
R109 62293 -3.4160885693912046
R109 61540 -3.4415643218097163
R109 56735 -3.682319159299478
R109 26073 -3.79789850225412
R109 58651 -3.849315625570463
R109 68812 -3.859482586459108
R109 67144 -3.8879688885844796
R109 58676 -3.9363234418991055
R109 55187 -4.230741021542986
R109 56519 -4.2558563545146635
R109 67717 -4.659224974765066
R109 64476 -4.765524195030315
R109 65289 -5.075133793826984
