R125 77907 1.7060699201897005
R125 77381 1.6644488364620984
R125 82519 1.6188718567962541
R125 82085 1.4561822766094161
R125 76899 1.4547107908812338
R125 80922 1.3847458625010283
R125 82106 1.3108557627536594
R125 25833 1.2121773313035273
R125 27974 1.1283757631729652
R125 9011 0.9708536543404834
R125 7970 0.9456002355859623
R125 74777 0.9356439611699398
R125 18877 0
R125 22472 0
R125 22987 0
R125 26276 0
R125 27960 0.0
R125 28549 0.0
R125 34010 0
R125 36858 0
R125 38588 0
R125 39122 0.0
R125 39620 0
R125 40800 0.0
R125 48375 0
R125 57024 0.0
R125 63141 0
R125 68664 0
R125 69142 0
R125 69164 0
R125 71111 0
R125 71913 0.0
R125 73371 0.0
R125 74778 0
R125 79949 0
R125 86448 0
