R119 36308 -5.678494487074159
R119 63279 -5.85533341573737
R119 35105 -5.907900000018304
R119 34033 -6.25825433352282
R119 41275 -6.345340237188875
R119 65019 -7.329882459143621
R119 63307 -7.63969009999142
R119 62314 -7.947225427733444
R119 63311 -8.503474156523113
R119 82059 -9.13992245373202
R119 51080 -9.464685396239249
R119 51082 -9.464685396239249
R119 65942 -9.941617485704867
R119 64393 -10.102634968048356
R119 13902 -10.15459879986001
R119 68177 -10.198495988512109
R119 26074 -10.23797709596949
R119 51488 -10.411963668901457
R119 67199 -10.880117635514617
R119 62324 -11.026613451279216
R119 13151 -12.090165348340594
R119 28125 -12.104063865154373
R119 52752 -12.104063865154373
R119 38614 -12.109864349419329
R119 82567 -12.113347309253943
R119 71547 -12.117994373439076
