R106 73731 5.55203492291052
R106 49023 5.515470403337948
R106 51441 5.078245527850388
R106 7914 4.786331509871944
R106 16841 0.9913043385467262
R106 25029 0
R106 16723 -1.5514032925634433
R106 55891 -1.8137711832774088
R106 35782 -1.9750683989808042
R106 68829 -2.2083338571815196
R106 76556 -3.544570629098379
R106 6409 -3.702882862568374
R106 67135 -3.838880658848571
R106 6386 -3.853287998693318
R106 41521 -4.04107492978386
R106 2800 -4.060120576636775
R106 8085 -4.236047663504991
R106 64336 -4.264269851893276
R106 61644 -4.3349320910961096
R106 46632 -4.522276095033036
R106 59301 -4.532069281956833
R106 44597 -4.571669887333154
R106 86068 -4.9063788023623465
R106 75558 -5.151881820517668
R106 67169 -5.163179806966172
R106 53364 -5.170266246448695
R106 32963 -5.1848318863848295
R106 31281 -5.186606758970542
R106 3648 -5.277467059628074
R106 32528 -5.283139772543272
R106 41355 -5.3067092230876955
R106 19526 -5.331846214066861
R106 56686 -5.341345773778455
R106 47424 -5.341706772946209
R106 50516 -5.355425548098813
R106 53259 -5.368057350874774
R106 76481 -5.390862989010095
R106 70854 -5.39152137850654
R106 6399 -5.408163071082505
R106 55974 -5.466896266199476
R106 49731 -5.511689407670483
R106 61487 -5.555105603188969
R106 70619 -5.653087490918328
R106 70606 -5.69853306611437
